id,"serialové číslo zařízení","název zařízení","čas pořízení","okolní energie","maximální energie","minimální energie"
331624,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 09:46:17",57.64,68.93,44.14
331712,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 09:49:17",53.67,68.88,49.38
331794,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 09:52:17",53.35,58.65,49.37
331879,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 09:55:17",43.44,58.42,35.41
331969,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 09:58:17",40.85,55.76,35.41
332058,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 10:01:17",42.25,52.81,35.41
332146,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 10:04:17",40.06,57.75,35.54
332235,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 10:07:17",40.35,51.43,35.75
332325,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 10:10:17",39.96,50.93,35.06
332411,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 10:13:17",39.69,51.99,34.94
332505,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 10:16:17",42.34,53.64,35.83
332591,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 10:19:17",42.12,57.4,35.56
332677,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 10:22:17",39.77,53.82,34.74
332766,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 10:25:17",39.4,54.39,35.19
332854,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 10:28:17",43.96,57.03,37.79
332937,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 10:31:17",44.75,53.25,37.99
333022,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 10:34:17",41.77,55.6,36.48
333115,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 10:37:17",42.67,57.68,37.3
333199,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 10:40:17",40.26,50.05,35.1
333291,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 10:43:17",41.02,47.38,35.99
333380,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 10:46:17",38.51,44.09,35.4
333470,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 10:49:17",42,57.87,36.72
333558,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 10:52:17",39.67,50.27,35.26
333646,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 10:55:17",40.85,52.49,35.58
333732,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 10:58:17",41.93,54.19,35.96
333816,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 11:01:17",42.58,58.46,35.07
333906,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 11:04:17",40.25,52.78,35.27
333994,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 11:07:17",45.56,64.97,38.16
334085,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 11:10:17",40.1,53.13,36.09
334166,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 11:13:17",39.63,52.56,34.91
334260,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 11:16:17",38.15,54.55,34.51
334343,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 11:19:17",39.62,51.59,34.73
334432,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 11:22:17",37.9,47.8,33.8
334516,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 11:25:17",40.22,68.01,34.59
334606,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 11:28:17",44.49,48.91,37.09
334687,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 11:31:17",47.64,61.59,40.54
334772,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 11:34:17",41.57,50.82,36.94
334859,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 11:37:17",42.44,52.25,37.5
334946,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 11:40:17",40.23,50.83,36.46
335025,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 11:43:17",40.9,53.49,36.66
335111,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 11:46:17",40.76,47.56,35.37
335192,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 11:49:17",42.97,55.05,36.86
335283,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 11:52:17",41.31,67.28,35.27
335366,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 11:55:17",40.74,52.29,36.56
335447,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 11:58:17",41.48,49.71,39.22
335533,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 12:01:17",39.95,54.61,35.27
335620,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 12:04:17",42.22,52.95,37.01
335702,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 12:07:17",39.55,49.44,35.02
335792,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 12:10:17",41.95,55.45,36.03
335880,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 12:13:17",41.22,58.68,36.69
335965,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 12:16:17",41.7,53.07,35.5
336046,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 12:19:17",41.13,51.8,34.53
336134,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 12:22:17",39.11,50.34,35.06
336216,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 12:25:17",40.47,55.84,34.3
336300,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 12:28:17",39.39,54.22,34.69
336389,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 12:31:17",40.09,52.34,35.1
336473,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 12:34:17",41.78,53.54,35.59
336552,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 12:37:17",43.53,60.58,34.64
336637,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 12:40:17",40.41,55.19,34.95
336720,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 12:43:17",44.7,67.84,34.65
336809,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 12:46:17",38.8,53.12,34.65
336899,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 12:49:17",39.96,56.1,33.99
336980,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 12:52:17",36.5,52.35,34.03
337069,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 12:55:17",39.9,59.28,35.17
337155,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 12:58:17",41.06,60.33,35.21
337237,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 13:01:17",41.39,52.45,36.06
337325,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 13:04:17",42.52,52.98,39.77
337407,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 13:07:17",43.36,57.62,39.28
337492,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 13:10:17",42.74,56.47,39.7
337580,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 13:13:17",44.12,66.59,40.41
337657,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 13:16:17",51.86,68.88,39.82
337744,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 13:19:17",46.3,64.72,40.03
337828,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 13:22:17",49.08,67.07,40.17
337914,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 13:25:17",50.91,60.58,46.96
338001,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 13:28:17",41.23,64.04,34.36
338088,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 13:31:17",37.47,50.13,34.26
338168,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 13:34:17",40.47,59.44,34.3
338254,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 13:37:17",40.34,60.47,34.64
338341,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 13:40:17",37.44,48.44,34.4
338420,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 13:43:17",40.08,54.54,36.04
338506,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 13:46:17",39.98,52.23,35.74
338587,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 13:49:17",39.09,50.62,35.28
338671,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 13:52:17",39.52,65.67,35.47
338754,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 13:55:17",40.35,59.18,34.95
338838,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 13:58:17",48.25,69.25,35.13
338924,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 14:01:17",40.38,53.04,35.53
339010,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 14:04:17",41.29,67.64,34.96
339090,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 14:07:17",42.08,68.42,35.72
339180,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 14:10:17",40.44,56.14,35.17
339260,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 14:13:17",40.29,58.33,35.89
339344,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 14:16:17",37.59,50.49,35.04
339429,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 14:19:17",48.76,69.04,35.51
339510,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 14:22:17",44.37,66.82,35.26
339595,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 14:25:17",56.63,68.68,40.2
339679,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 14:28:17",54.35,68.41,45.39
339765,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 14:31:17",42.66,67.31,35.53
339849,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 14:34:17",50.44,67.43,36.25
339931,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 14:37:17",43.12,68.03,35.57
340014,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 14:40:17",42.47,56.45,36.31
340095,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 14:43:17",44.3,68.97,35.59
340184,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 14:46:17",43.67,55.44,36.57
340270,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 14:49:17",39.21,50.74,35.87
340353,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 14:52:17",39.75,53.43,35.18
340436,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 14:55:17",49.42,60.9,35.62
340522,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 14:58:17",58.66,62.82,52.28
340603,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 15:01:17",57.77,63.54,50.85
340686,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 15:04:17",49.85,62.79,37.29
340768,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 15:07:17",42,57.14,35.6
340856,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 15:10:17",44.62,55.7,38.1
340940,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 15:13:17",49.58,60.44,37.58
341027,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 15:16:17",48.71,57.55,38.04
341106,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 15:19:17",44.75,56.7,37.25
341195,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 15:22:17",58.13,64.71,38.13
341276,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 15:25:17",50.98,63.36,40.12
341357,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 15:28:17",45.41,57.41,39.29
341446,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 15:31:17",41.92,54.02,34.94
341529,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 15:34:17",40.43,54.96,35.61
341611,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 15:37:17",43.15,56.6,35.2
341698,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 15:40:17",42.2,58.19,36.34
341782,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 15:43:17",42.42,53.8,36.14
341864,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 15:46:17",46.02,55.53,39.67
341949,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 15:49:17",42.05,48.68,38.1
342032,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 15:52:17",41.62,55.65,37.25
342118,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 15:55:17",45.8,60.76,36.05
342201,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 15:58:17",42.21,52.38,37.71
342287,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 16:01:17",46.47,59.12,38.52
342370,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 16:04:17",48.81,57.2,45.37
342453,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 16:07:17",45.21,62.07,38.77
342533,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 16:10:17",47.32,63.69,40.81
342617,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 16:13:17",44.63,55.9,39.54
342701,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 16:16:17",46.21,59.94,39.83
342785,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 16:19:17",48.2,61.81,43.18
342870,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 16:22:17",45.28,60.63,43.02
342957,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 16:25:17",46.76,63.29,40.64
343041,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 16:28:17",46.26,60.41,40.17
343125,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 16:31:17",45.42,64.88,38.73
343207,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 16:34:17",46.78,60.11,38.64
343296,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 16:37:17",42.37,60.19,37.29
343377,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 16:40:17",41.49,57.36,36.26
343459,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 16:43:17",45.94,60.32,36.34
343542,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 16:46:17",46.38,60.42,37.89
343627,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 16:49:17",46.57,59.72,36.33
343705,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 16:52:17",42.86,56.15,36.61
343787,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 16:55:17",44.21,60.76,37.14
343867,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 16:58:17",41.51,59.44,36.46
343948,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 17:01:17",42.41,56.8,36.11
344026,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 17:04:17",41.33,61.29,35.36
344111,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 17:07:17",40.85,55.6,36.85
344193,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 17:10:17",40.98,56.2,35.25
344275,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 17:13:17",42.18,58.5,35.05
344355,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 17:16:17",40.99,55.28,36.85
344438,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 17:19:17",43.24,56.51,36.49
344520,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 17:22:17",37.73,48.9,34.93
344594,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 17:25:17",38.13,52.52,34.88
344666,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 17:28:17",43.47,55.01,37.16
344748,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 17:31:17",40.45,51.28,35.07
344827,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 17:34:17",40.88,54.13,34.78
344904,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 17:37:17",41.19,53.04,35.67
344981,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 17:40:17",39.17,55.28,34.88
345057,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 17:43:17",37.57,49.74,33.86
345136,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 17:46:17",38.91,51.14,35.35
345212,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 17:49:17",41.95,55.57,35.5
345291,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 17:52:17",38.47,58.57,34.12
345373,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 17:55:17",39.79,48.14,35.39
345451,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 17:58:17",38.5,47.98,33.84
345531,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 18:01:17",39.45,51.12,34.27
345609,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 18:04:17",40.74,53.94,34.32
345684,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 18:07:17",39.22,55.64,35.22
345765,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 18:10:17",37.11,51.81,33.97
345842,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 18:13:17",37.26,53.1,34.55
345926,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 18:16:17",40.75,55.3,35.22
346002,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 18:19:17",41.32,51.76,37.68
346084,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 18:22:17",41.7,52.92,36.34
346159,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 18:25:17",37.31,45.9,34.39
346237,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 18:28:17",37.86,51.97,34.45
346315,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 18:31:17",38.64,50.46,34.69
346396,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 18:34:17",38.17,57.58,33.77
346476,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 18:37:17",38.85,53.68,33.8
346553,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 18:40:17",40.34,55.5,35.23
346636,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 18:43:17",36.38,41.83,34.41
346712,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 18:46:17",36.51,41.81,34.14
346787,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 18:49:17",40.5,56.44,36.4
346870,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 18:52:17",40.48,56.27,35.32
346949,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 18:55:17",40.46,58,35.22
347027,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 18:58:17",38.44,51.06,35.09
347109,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 19:01:17",39.56,55.72,35.23
347185,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 19:04:17",38.39,55.57,34.15
347260,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 19:07:17",38.01,47.92,33.98
347342,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 19:10:17",39.03,55.84,34.33
347425,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 19:13:17",38.05,52.08,34.29
347501,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 19:16:17",38.24,52.23,33.96
347582,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 19:19:17",37.67,50.52,34.25
347658,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 19:22:17",40.01,52.26,34.22
347737,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 19:25:17",39.42,59.26,33.97
347815,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 19:28:17",37.01,45.29,33.32
347891,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 19:31:17",37.16,42.29,34.66
347978,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 19:34:17",37.72,53.11,33.9
348054,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 19:37:17",36.81,48.12,33.89
348131,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 19:40:17",38.06,48.07,34.26
