id,"serialové číslo zařízení","název zařízení","čas pořízení","okolní energie","maximální energie","minimální energie"
310758,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-15 21:42:18",36.28,48.45,33.85
310842,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-15 21:45:18",35.49,43.58,33.34
310930,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-15 21:48:18",36.3,47.43,33.3
311014,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-15 21:51:18",36.61,48.24,33.22
311104,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-15 21:54:18",34.48,40.48,33.13
311191,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-15 21:57:18",35.26,41.24,33.28
311273,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-15 22:00:18",36.57,46.7,33.54
311360,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-15 22:03:18",35.37,44.38,33.3
311447,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-15 22:06:18",35.78,49.6,33.38
311534,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-15 22:09:18",36.45,48.78,33.48
311612,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-15 22:12:18",35.24,46,33.1
311700,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-15 22:15:18",36,49.6,33.25
311786,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-15 22:18:18",36.23,50.84,33.5
311874,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-15 22:21:18",34.51,37.22,33.13
311957,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-15 22:24:18",35.35,44.11,33.12
312045,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-15 22:27:18",35.24,46.06,33.15
312130,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-15 22:30:18",38.04,49.77,33.57
312218,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-15 22:33:18",34.91,47.73,33.01
312303,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-15 22:36:18",36.59,43.18,33.39
312396,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-15 22:39:18",37.15,53.01,33.04
312482,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-15 22:42:18",34.09,38.79,32.94
312568,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-15 22:45:18",34.52,43.1,33.32
312653,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-15 22:48:18",34.94,44.9,33.2
312732,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-15 22:51:18",35.07,53.53,33.37
312818,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-15 22:54:18",36.24,52.8,33.56
312903,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-15 22:57:18",35.54,50.66,33.45
312989,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-15 23:00:18",35.36,44.25,33.28
313075,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-15 23:03:18",34.67,47.45,33.36
313164,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-15 23:06:18",34.02,37.8,33.2
313250,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-15 23:09:18",34.96,48.62,33.32
313335,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-15 23:12:18",34.92,53.16,33.37
313424,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-15 23:15:18",34.08,40.8,33.21
313514,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-15 23:18:18",36.07,53.7,33.4
313597,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-15 23:21:18",34.36,40.82,33.24
313674,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-15 23:24:18",34.91,53.65,33.32
313756,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-15 23:27:18",34.05,37.47,33.33
313841,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-15 23:30:18",34.77,45.88,33.35
313924,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-15 23:33:18",34.24,42.8,33.31
314010,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-15 23:36:18",34.81,41.32,33.27
314096,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-15 23:39:18",35.06,48.89,33.31
314183,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-15 23:42:18",34.09,36.96,33.38
314266,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-15 23:45:18",36.21,52.18,33.43
314355,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-15 23:48:18",34.16,39.6,33.39
314441,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-15 23:51:18",34.17,38.66,33.3
314527,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-15 23:54:18",35.31,56.5,33.38
314613,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-15 23:57:18",34.51,40.77,33.32
314699,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 00:00:18",35.37,58.51,33.45
314783,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 00:03:18",34.24,41.84,33.4
314867,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 00:06:18",34.57,47.48,33.3
314948,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 00:09:18",33.96,38.51,33.34
315039,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 00:12:18",33.88,41.5,33.34
315121,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 00:15:18",34.16,39.34,33.39
315210,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 00:18:18",35.08,51.14,33.31
315297,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 00:21:18",34.08,38.91,33.36
315386,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 00:24:18",34.68,44.16,33.44
315470,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 00:27:18",34.28,39.68,33.42
315561,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 00:30:18",35.54,47.96,33.53
315641,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 00:33:18",34.23,42.12,33.46
315730,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 00:36:18",34.13,37.61,33.42
315814,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 00:39:18",34.41,42.74,33.45
315899,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 00:42:18",34,37.4,33.32
315986,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 00:45:18",34.21,36.76,33.48
316071,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 00:48:18",34.26,37.66,33.45
316154,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 00:51:18",34.03,38.14,33.5
316240,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 00:54:18",34.03,40.03,33.33
316330,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 00:57:18",33.82,36.05,33.46
316409,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 01:00:18",33.76,35.89,33.43
316502,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 01:03:18",33.95,39.46,33.43
316586,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 01:06:18",34.01,37.25,33.45
316676,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 01:09:18",33.85,36.51,33.45
316762,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 01:12:18",33.85,39.11,33.44
316844,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 01:15:18",33.98,38.76,33.39
316928,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 01:18:18",33.93,36.91,33.43
317017,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 01:21:18",33.88,38.31,33.42
317101,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 01:24:18",33.75,36.42,33.41
317188,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 01:27:18",34.98,50.27,33.47
317278,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 01:30:18",33.75,34.81,33.45
317360,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 01:33:18",34.21,38.62,33.37
317448,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 01:36:18",33.8,36.2,33.47
317528,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 01:39:18",33.82,36.43,33.44
317618,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 01:42:18",33.84,38.57,33.46
317705,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 01:45:18",33.87,37.23,33.42
317790,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 01:48:18",33.68,35.14,33.44
317876,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 01:51:18",33.94,37.09,33.46
317965,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 01:54:18",34.05,39.75,33.45
318052,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 01:57:18",33.65,34.9,33.36
318136,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 02:00:18",34.19,37.46,33.47
318223,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 02:03:18",34.06,39.75,33.57
318310,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 02:06:18",33.91,37.04,33.51
318393,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 02:09:18",33.99,41.77,33.5
318480,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 02:12:18",33.99,37.11,33.55
318563,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 02:15:18",33.93,36.58,33.48
318651,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 02:18:18",33.94,36.72,33.52
318738,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 02:21:18",34.07,39.52,33.5
318818,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 02:24:18",33.94,37.73,33.53
318909,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 02:27:18",34.11,41.99,33.5
318996,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 02:30:18",34.41,43.22,33.49
319081,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 02:33:18",34.15,36.54,33.64
319168,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 02:36:18",35.11,56.84,33.56
319254,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 02:39:18",33.91,38.17,33.59
319342,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 02:42:18",33.94,36.27,33.58
319430,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 02:45:18",34.04,38,33.48
319510,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 02:48:18",33.95,35.78,33.59
319597,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 02:51:18",33.97,37.19,33.63
319690,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 02:54:18",34.15,38.14,33.71
319770,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 02:57:18",34.2,39.01,33.61
319854,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 03:00:18",33.86,35.09,33.53
319938,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 03:03:18",34.19,39.18,33.61
320023,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 03:06:18",33.94,35.7,33.59
320109,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 03:09:18",34.07,36.72,33.59
320201,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 03:12:18",33.85,35.78,33.42
320287,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 03:15:18",35.27,56.31,33.47
320370,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 03:18:18",34.38,39.88,33.54
320459,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 03:21:18",33.73,37.09,33.46
320543,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 03:24:18",33.98,38.4,33.44
320627,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 03:27:18",34.14,43.45,33.39
320718,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 03:30:18",33.64,33.88,33.41
320802,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 03:33:18",34.16,41.11,33.43
320892,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 03:36:18",34.16,39.01,33.36
320977,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 03:39:18",34.02,40.84,33.43
321058,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 03:42:18",33.87,37.66,33.47
321145,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 03:45:18",35.04,48.48,33.39
321226,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 03:48:18",34.05,38.38,33.5
321317,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 03:51:18",34.02,36.29,33.47
321402,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 03:54:18",33.96,37.07,33.41
321491,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 03:57:18",34.13,43.86,33.35
321578,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 04:00:18",34.02,40.04,33.3
321663,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 04:03:18",33.96,40.67,33.46
321749,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 04:06:18",33.98,36.55,33.46
321835,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 04:09:18",34.01,38.7,33.49
321917,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 04:12:18",35.12,53.1,33.44
322006,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 04:15:18",34.32,38.48,33.49
322094,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 04:18:18",34.41,40,33.52
322178,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 04:21:18",34.49,40.58,33.51
322323,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 04:27:18",34.6,38.69,33.57
322407,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 04:30:18",34.47,41.26,33.41
322494,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 04:33:18",34.92,47.75,33.52
322584,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 04:36:18",35.27,41.4,33.56
322668,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 04:39:18",34.68,40.39,33.55
322752,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 04:42:18",35.8,56.6,33.44
322839,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 04:45:18",35.45,42.37,33.68
322923,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 04:48:18",34.95,41.68,33.58
323006,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 04:51:18",35.48,46.21,33.59
323094,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 04:54:18",35.78,45.61,33.65
323179,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 04:57:18",36.5,56.02,33.79
323266,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 05:00:18",41.83,67.33,34.14
323358,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 05:03:18",37.7,49.64,33.78
323440,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 05:06:18",36.74,53.35,33.96
323523,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 05:10:17",35.39,46.9,33.63
323610,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 05:13:17",37.94,51.1,33.78
323699,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 05:16:17",37.06,42.4,33.59
323789,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 05:19:17",36.17,53.06,33.9
323877,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 05:22:17",35.73,41.15,33.65
323971,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 05:25:17",37.52,52.51,33.95
324059,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 05:28:17",39.98,57.4,33.72
324148,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 05:31:17",36.98,55.55,33.61
324238,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 05:34:17",35.99,40.81,33.98
324322,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 05:37:17",38.06,49.33,34.09
324409,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 05:40:17",37.46,58.8,33.97
324492,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 05:43:17",36.29,45.65,33.86
324575,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 05:46:17",46.48,63.9,34.98
324665,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 05:49:17",45.55,59.78,34.62
324754,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 05:52:17",38.39,58.18,34.13
324839,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 05:55:17",40.79,53.93,34.67
324932,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 05:58:17",36.73,56.08,34
325018,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 06:01:17",38.92,51.08,34.33
325110,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 06:04:17",38.1,47.71,34.63
325202,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 06:07:17",38.37,57.58,33.98
325287,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 06:10:17",38.43,48.43,34.48
325378,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 06:13:17",38.3,49.48,34.02
325469,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 06:16:17",39.59,58.5,34.25
325555,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 06:19:17",39.98,57.59,34.43
325637,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 06:22:17",37.83,55.25,34
325724,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 06:25:17",41.66,62.43,34.97
325809,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 06:28:17",39.76,55.74,34.35
325900,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 06:31:17",41.07,55.99,35.63
325987,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 06:34:17",41.8,60.1,35.9
326074,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 06:37:17",42.56,60.19,34.67
326161,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 06:40:17",41.41,57.29,34.3
326251,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 06:43:17",37.7,49.51,34.08
326338,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 06:46:17",40.78,57.73,34.75
326430,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 06:49:17",40.21,61.04,35
326524,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 06:52:17",40.03,51.29,35.33
326611,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 06:55:17",38.5,48.97,35.39
326702,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 06:58:17",41.45,51.69,35.37
326780,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 07:01:17",42.08,55.57,34.92
326870,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 07:04:17",38.94,49.68,35.08
326954,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 07:07:17",38.42,53.29,34.44
327042,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 07:10:17",39.42,50.95,34.52
327131,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 07:13:17",41.79,53.27,34.99
327215,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 07:16:17",38.02,50.94,33.73
327304,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 07:19:17",45.61,72.07,35.34
327399,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 07:22:17",41.08,65.64,34.57
327487,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 07:25:17",41.7,51.15,33.97
327575,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 07:28:17",42.47,58.16,35.19
327662,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 07:31:17",40.67,53.99,34.89
327756,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 07:34:17",41.43,61.63,34.35
327841,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 07:37:17",39.5,48.83,34.48
327928,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 07:40:17",39.95,59.69,35.42
328017,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 07:43:17",41.14,60.25,36.48
328099,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 07:46:17",50.02,70.84,36.7
328185,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 07:49:17",53.77,70.77,36.74
328273,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 07:52:17",43.85,54.37,36.15
328361,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 07:55:17",41.86,56.51,36.01
328451,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 07:58:17",47.7,77.73,35.4
328539,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 08:01:17",41.07,56.71,35.41
328625,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 08:04:17",46.31,76.38,35.4
328717,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 08:07:17",38.16,53.49,34.43
328806,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 08:10:17",39.14,55.54,34.3
328898,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 08:13:17",38.69,50.34,35.56
328981,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 08:16:17",49.12,78.18,35.94
329074,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 08:19:17",49.57,78.89,37.99
329160,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 08:22:17",45.33,77.56,34.41
329246,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 08:25:17",50.96,78.4,41.03
329336,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 08:28:17",52.23,67.21,44.72
329422,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 08:31:17",44.93,57.83,37.04
329505,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 08:34:17",60.11,79.06,37.01
329593,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 08:37:17",42.3,52.1,35.26
329680,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 08:40:17",55.47,78.98,35.12
329768,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 08:43:17",46.61,79.67,34.9
329858,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 08:46:17",41.84,54.64,35.48
329944,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 08:49:17",40.66,52.98,35.3
330037,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 08:52:17",46.9,77.79,35.04
330126,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 08:55:17",42.73,52.73,35.68
330218,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 08:58:17",57.37,70.73,37.32
330304,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 09:01:17",64.09,69.72,56.45
330396,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 09:04:17",49.59,68.89,35.97
330477,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 09:07:17",39.14,49.89,34.03
330561,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 09:10:17",43.73,61.04,35.12
330651,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 09:13:17",39.57,50.09,35.12
330738,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 09:16:17",40.07,54.76,35.3
330826,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 09:19:17",39.42,52.89,35.05
330913,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 09:22:17",39.58,50.73,35.45
331004,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 09:25:17",63.08,68.17,43.38
331091,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 09:28:17",64.61,70.59,58.64
331183,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 09:31:17",67.65,71.54,62.18
331268,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 09:34:17",67.15,71.88,61.44
331358,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 09:37:17",68.48,75.29,62.13
331449,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 09:40:17",64.63,71.21,56.52
331537,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-16 09:43:17",65.42,70.09,58
